Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Solution Type,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Mass*sin(i) [Earth Mass],Planet Mass*sin(i)/sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) Provenance,Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Time Reference Frame and Standard,Ratio of Planet to Stellar Radius,Epoch of Periastron [days],Argument of Periastron [deg],Radial Velocity Amplitude [m/s],Projected Obliquity [deg],True Obliquity [deg],Spectral Type,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Metallicity [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],Stellar Rotational Velocity [km/s],Stellar Rotational Period [days],Systemic Radial Velocity [km/s],Distance [pc],Parallax [mas],B (Johnson) Magnitude,V (Johnson) Magnitude,J (2MASS) Magnitude,H (2MASS) Magnitude,Ks (2MASS) Magnitude,u (Sloan) Magnitude,g (Sloan) Magnitude,r (Sloan) Magnitude,i (Sloan) Magnitude,z (Sloan) Magnitude,W1 (WISE) Magnitude,W2 (WISE) Magnitude,W3 (WISE) Magnitude,W4 (WISE) Magnitude,Gaia Magnitude
Kepler-1125 b,Kepler-1125,b,1,1,0,0,Transit,Published Confirmed,,4.949,,,,,,,,252.79,,,,,,,,,,5792.0,2.13,,,,,,,,,,,2011.41,0.474351,15.785,15.042,13.694,13.31,13.243,,,,,,13.223,13.307,12.368,9.226,14.8766
Kepler-1126 b,Kepler-1126,b,1,2,0,0,Transit,Published Confirmed,,1.684,,,,,,,,4.55,,,,,,,,,,5644.0,0.92,,,,,,,,,,,635.736,1.5442,14.918,14.221,12.966,12.631,12.534,,,,,,12.557,12.586,12.407,9.077,14.0207
Kepler-1126 b,Kepler-1126,b,1,2,0,0,Transit,Published Confirmed,108.59213479,,,,,,,,,,,BJD,,,,,,,,5660.7,0.93,1.01,-0.516,[M/H],-0.099,4.51,,1.785,,,,635.736,1.5442,14.918,14.221,12.966,12.631,12.534,,,,,,12.557,12.586,12.407,9.077,14.0207
Kepler-1126 b,Kepler-1126,b,1,2,0,0,Transit,Published Confirmed,108.59309252,,,,,,,,,,,BJD,,,,,,,,5660.7,0.93,1.01,-0.516,[M/H],-0.099,4.51,,1.785,,,,635.736,1.5442,14.918,14.221,12.966,12.631,12.534,,,,,,12.557,12.586,12.407,9.077,14.0207
Kepler-1126 b,Kepler-1126,b,1,2,0,0,Transit,Published Confirmed,108.593329,1.73,,,,,,,,,,JD,0.01719,,,,,,,5798.0,0.93,0.92,-0.26,[Fe/H],,4.46,5.5,,,,,635.736,1.5442,14.918,14.221,12.966,12.631,12.534,,,,,,12.557,12.586,12.407,9.077,14.0207
Kepler-1126 c,Kepler-1126,c,1,2,0,0,Transit,Published Confirmed,199.66729069,,,,,,,,,,,BJD,,,,,,,,5660.7,0.93,1.01,-0.516,[M/H],-0.099,4.51,,1.785,,,,635.736,1.5442,14.918,14.221,12.966,12.631,12.534,,,,,,12.557,12.586,12.407,9.077,14.0207
Kepler-1126 c,Kepler-1126,c,1,2,0,0,Transit,Published Confirmed,199.6679993,1.682,,,,,,,,,,,,,,,,,,5678.0,0.92,0.79,-0.4,[Fe/H],,4.41,,2.4075,,,,635.736,1.5442,14.918,14.221,12.966,12.631,12.534,,,,,,12.557,12.586,12.407,9.077,14.0207
Kepler-1127 b,Kepler-1127,b,1,1,0,0,Transit,Published Confirmed,,1.372,,,,,,,,160.76,,,,,,,,,,5361.0,0.82,,,,,,,,,,,842.459,1.1589,15.993,15.162,13.861,13.507,13.463,,,,,,13.38,13.434,12.468,9.248,15.1325
Kepler-1127 b,Kepler-1127,b,1,1,0,0,Transit,Published Confirmed,5.12330347,1.96,,,,,,,,,,JD,0.01901,,,,,,,5664.0,0.95,0.97,0.04,[Fe/H],,4.47,4.37,,,,,842.459,1.1589,15.993,15.162,13.861,13.507,13.463,,,,,,13.38,13.434,12.468,9.248,15.1325
Kepler-1127 b,Kepler-1127,b,1,1,0,0,Transit,Published Confirmed,5.12365752,,,,,,,,,,,BJD,,,,,,,,5322.45,0.87,0.92,-0.034,[M/H],-0.259,4.52,,1.9513,,,,842.459,1.1589,15.993,15.162,13.861,13.507,13.463,,,,,,13.38,13.434,12.468,9.248,15.1325
Kepler-1128 b,Kepler-1128,b,1,1,0,0,Transit,Published Confirmed,61.61797658,,,,,,,,,,,BJD,,,,,,,,4807.01,1.15,0.78,0.288,[M/H],-0.196,4.21,,0.7217,,,,1083.41,0.895523,16.638,15.934,14.383,14.012,13.896,,,,,,13.794,13.956,12.295,9.288,15.6861
Kepler-1128 b,Kepler-1128,b,1,1,0,0,Transit,Published Confirmed,,3.078,,,,,,,,6.45,,,,,,,,,,5476.0,0.85,,,,,,,,,,,1083.41,0.895523,16.638,15.934,14.383,14.012,13.896,,,,,,13.794,13.956,12.295,9.288,15.6861
Kepler-1128 b,Kepler-1128,b,1,1,0,0,Transit,Published Confirmed,61.6178167,3.65,,,,,,,,,,JD,0.03658,,,,,,,5543.0,0.91,0.94,0.04,[Fe/H],,4.5,4.57,,,,,1083.41,0.895523,16.638,15.934,14.383,14.012,13.896,,,,,,13.794,13.956,12.295,9.288,15.6861
Kepler-1129 b,Kepler-1129,b,1,2,0,0,Transit,Published Confirmed,24.33977289,,,,,,,,,,,BJD,,,,,,,,5595.1,1.03,0.99,0.158,[M/H],-0.027,4.41,,1.2729,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-1129 b,Kepler-1129,b,1,2,0,0,Transit,Published Confirmed,24.33975292,,,,,,,,,,,BJD,,,,,,,,5595.1,1.03,0.99,0.158,[M/H],-0.027,4.41,,1.2729,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-1129 b,Kepler-1129,b,1,2,0,0,Transit,Published Confirmed,,3.325,,,,,,,,32.27,,,,,,,,,,5707.0,0.96,,,,,,,,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-1129 b,Kepler-1129,b,1,2,0,0,Transit,Published Confirmed,24.3397804,2.96,,,,,,,,,,JD,0.02661,,,,,,,5831.0,1.0,1.0,-0.04,[Fe/H],,4.44,4.07,,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-1129 c,Kepler-1129,c,1,2,0,0,Transit,Published Confirmed,76.5362825,,,,,,,,,,,BJD,,,,,,,,5595.1,1.03,0.99,0.158,[M/H],-0.027,4.41,,1.2729,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-1129 c,Kepler-1129,c,1,2,0,0,Transit,Published Confirmed,76.5369586,2.73,,,,,,,,,,JD,0.02456,,,,,,,5831.0,1.0,1.0,-0.04,[Fe/H],,4.44,4.07,,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-1129 c,Kepler-1129,c,1,2,0,0,Transit,Published Confirmed,76.53569402,,,,,,,,,,,BJD,,,,,,,,5595.1,1.03,0.99,0.158,[M/H],-0.027,4.41,,1.2729,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-1129 c,Kepler-1129,c,1,2,0,0,Transit,Published Confirmed,,2.438,,,,,,,,7.01,,,,,,,,,,5707.0,0.96,,,,,,,,,,,1183.88,0.816732,16.925,15.661,14.173,13.804,13.783,,,,,,13.663,13.706,12.354,9.39,15.2572
Kepler-113 b,Kepler-113,b,1,2,0,0,Transit,Published Confirmed,4.754,1.82,11.7,,,11.7,Mass,10.73,,,,BJD,0.02419,,,5.4,,,,4725.0,0.69,0.75,0.05,[Fe/H],,4.64,6.89,2.71,0.4,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 b,Kepler-113,b,1,2,0,0,Transit,Published Confirmed,4.75400122,,,,,,,,,,,BJD,,,,,,,,4711.0,0.77,0.75,0.13,[M/H],-0.576,4.54,,2.2974,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 b,Kepler-113,b,1,2,0,0,Transit,Published Confirmed,,2.164,,,,,,,,105.33,,,,,,,,,,4791.0,0.75,,,,,,,,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 b,Kepler-113,b,1,2,0,0,Transit,Published Confirmed,4.75400425,,,,,,,,,,,BJD,,,,,,,,4711.0,0.77,0.75,0.13,[M/H],-0.576,4.54,,2.2974,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 b,Kepler-113,b,1,2,0,0,Transit,Published Confirmed,4.75400115,1.99,,,,,,,,,,JD,0.0246,,,,,,,4808.0,0.73,0.79,0.02,[Fe/H],,4.61,2.69,,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 c,Kepler-113,c,1,2,0,0,Transit,Published Confirmed,,2.545,,,,,,,,45.6,,,,,,,,,,4791.0,0.75,,,,,,,,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 c,Kepler-113,c,1,2,0,0,Transit,Published Confirmed,8.92507,2.18,8.7,,,8.7,Mass,,,,,BJD,0.02914,,,,,,,4725.0,0.69,0.75,0.05,[Fe/H],,4.64,6.89,2.71,0.4,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 c,Kepler-113,c,1,2,0,0,Transit,Published Confirmed,8.92507637,2.62,,,,,,,,,,JD,0.03275,,,,,,,4808.0,0.73,0.79,0.02,[Fe/H],,4.61,2.69,,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 c,Kepler-113,c,1,2,0,0,Transit,Published Confirmed,8.9250744,,,,,,,,,,,BJD,,,,,,,,4711.0,0.77,0.75,0.13,[M/H],-0.576,4.54,,2.2974,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-113 c,Kepler-113,c,1,2,0,0,Transit,Published Confirmed,8.92506448,,,,,,,,,,,BJD,,,,,,,,4711.0,0.77,0.75,0.13,[M/H],-0.576,4.54,,2.2974,,,,262.351,3.78279,14.99,13.655,11.886,11.36,11.255,,,,,,11.198,11.279,11.265,9.362001,13.4598
Kepler-1130 b,Kepler-1130,b,2,3,0,0,Transit,Published Confirmed,5.45298475,,,,,,,,,,,BJD,,,,,,,,5327.0,0.87,0.92,0.08,[M/H],-0.26,4.52,,1.9628,,,,249.343,3.98189,13.519,12.509,11.137,10.735,10.662,,,,,,10.579,10.606,10.53,8.819,12.3956
Kepler-1130 b,Kepler-1130,b,2,3,0,0,Transit,Published Confirmed,5.45301646,,,,,,,,,,,BJD,,,,,,,,5327.0,0.87,0.92,0.08,[M/H],-0.26,4.52,,1.9628,,,,249.343,3.98189,13.519,12.509,11.137,10.735,10.662,,,,,,10.579,10.606,10.53,8.819,12.3956
Kepler-1130 b,Kepler-1130,b,2,3,0,0,Transit,Published Confirmed,5.45298175,0.8,,,,,,,,,,JD,0.009,,,,,,,5403.0,0.81,0.9,-0.06,[Fe/H],,4.57,1.58,,,,,249.343,3.98189,13.519,12.509,11.137,10.735,10.662,,,,,,10.579,10.606,10.53,8.819,12.3956
Kepler-1130 b,Kepler-1130,b,2,3,0,0,Transit,Published Confirmed,,0.95,,,,,,,,162.65,,,,,,,,,,5402.0,0.87,,,,,,,,,,,249.343,3.98189,13.519,12.509,11.137,10.735,10.662,,,,,,10.579,10.606,10.53,8.819,12.3956
Kepler-1130 c,Kepler-1130,c,2,3,0,0,Transit,Published Confirmed,3.26663995,0.792,,,,,,,,,,,,,,,,,,5450.0,0.84,0.94,0.1,[Fe/H],,4.56,,1.5889,,,,249.343,3.98189,13.519,12.509,11.137,10.735,10.662,,,,,,10.579,10.606,10.53,8.819,12.3956
Kepler-1130 d,Kepler-1130,d,2,3,0,0,Transit,Published Confirmed,4.27225017,0.645,,,,,,,,,,,,,,,,,,5450.0,0.84,0.94,0.1,[Fe/H],,4.56,,1.2086,,,,249.343,3.98189,13.519,12.509,11.137,10.735,10.662,,,,,,10.579,10.606,10.53,8.819,12.3956
Kepler-1131 b,Kepler-1131,b,1,1,0,0,Transit,Published Confirmed,3.53232449,1.59,,,,,,,,,,JD,0.01405,,,,,,,5851.0,1.04,1.03,0.05,[Fe/H],,4.42,4.17,,,,,1030.7,0.941726,15.829,15.01,13.794,13.5,13.416,,,,,,13.438,13.474,13.117,9.207,14.9375
Kepler-1131 b,Kepler-1131,b,1,1,0,0,Transit,Published Confirmed,,1.464,,,,,,,,453.14,,,,,,,,,,5772.0,0.98,,,,,,,,,,,1030.7,0.941726,15.829,15.01,13.794,13.5,13.416,,,,,,13.438,13.474,13.117,9.207,14.9375
Kepler-1131 b,Kepler-1131,b,1,1,0,0,Transit,Published Confirmed,3.53236922,,,,,,,,,,,BJD,,,,,,,,5789.33,0.96,1.04,0.265,[M/H],-0.028,4.49,,1.6434,,,,1030.7,0.941726,15.829,15.01,13.794,13.5,13.416,,,,,,13.438,13.474,13.117,9.207,14.9375
Kepler-1132 b,Kepler-1132,b,1,1,0,0,Transit,Published Confirmed,62.89178098,,,,,,,,,,,BJD,,,,,,,,5179.0,0.8,0.88,,,-0.378,4.57,,2.3897,,,,867.931,1.12379,16.562,15.818,14.167,13.791,13.633,,,,,,13.636,13.723,13.164,9.401,15.4722
Kepler-1132 b,Kepler-1132,b,1,1,0,0,Transit,Published Confirmed,,2.361,,,,,,,,4.55,,,,,,,,,,5042.0,0.81,,,,,,,,,,,867.931,1.12379,16.562,15.818,14.167,13.791,13.633,,,,,,13.636,13.723,13.164,9.401,15.4722
Kepler-1132 b,Kepler-1132,b,1,1,0,0,Transit,Published Confirmed,62.89270326,,,,,,,,,,,BJD,,,,,,,,5179.0,0.8,0.88,,,-0.378,4.57,,2.3897,,,,867.931,1.12379,16.562,15.818,14.167,13.791,13.633,,,,,,13.636,13.723,13.164,9.401,15.4722
Kepler-1132 b,Kepler-1132,b,1,1,0,0,Transit,Published Confirmed,62.8916228,2.35,,,,,,,,,,JD,0.02618,,,,,,,5298.0,0.83,0.87,-0.01,[Fe/H],,4.55,4.57,,,,,867.931,1.12379,16.562,15.818,14.167,13.791,13.633,,,,,,13.636,13.723,13.164,9.401,15.4722
Kepler-1133 b,Kepler-1133,b,1,1,0,0,Transit,Published Confirmed,11.55558875,,,,,,,,,,,BJD,,,,,,,,5368.26,0.91,0.93,0.095,[M/H],-0.21,4.49,,1.7509,,,,753.135,1.29964,15.656,14.785,13.596,13.173,13.168,,,,,,13.062,13.104,12.356,9.109,14.8099
Kepler-1133 b,Kepler-1133,b,1,1,0,0,Transit,Published Confirmed,11.55559918,,,,,,,,,,,BJD,,,,,,,,5368.26,0.91,0.93,0.095,[M/H],-0.21,4.49,,1.7509,,,,753.135,1.29964,15.656,14.785,13.596,13.173,13.168,,,,,,13.062,13.104,12.356,9.109,14.8099
Kepler-1133 b,Kepler-1133,b,1,1,0,0,Transit,Published Confirmed,11.55562343,1.97,,,,,,,,,,JD,0.01953,,,,,,,5569.0,0.9,0.93,-0.02,[Fe/H],,4.5,4.07,,,,,753.135,1.29964,15.656,14.785,13.596,13.173,13.168,,,,,,13.062,13.104,12.356,9.109,14.8099
Kepler-1133 b,Kepler-1133,b,1,1,0,0,Transit,Published Confirmed,,2.061,,,,,,,,55.76,,,,,,,,,,5426.0,0.83,,,,,,,,,,,753.135,1.29964,15.656,14.785,13.596,13.173,13.168,,,,,,13.062,13.104,12.356,9.109,14.8099
Kepler-1134 b,Kepler-1134,b,1,1,0,0,Transit,Published Confirmed,17.13269367,,,,,,,,,,,BJD,,,,,,,,5238.0,0.77,0.89,,,-0.397,4.62,,2.7632,,,,944.445,1.03142,16.75,16.233,14.426,13.955,13.881,,,,,,13.778,13.944,13.11,9.13,15.8249
Kepler-1134 b,Kepler-1134,b,1,1,0,0,Transit,Published Confirmed,17.13268832,,,,,,,,,,,BJD,,,,,,,,5238.0,0.77,0.89,,,-0.397,4.62,,2.7632,,,,944.445,1.03142,16.75,16.233,14.426,13.955,13.881,,,,,,13.778,13.944,13.11,9.13,15.8249
Kepler-1134 b,Kepler-1134,b,1,1,0,0,Transit,Published Confirmed,17.13263989,2.64,,,,,,,,,,JD,0.02981,,,,,,,5281.0,0.81,0.84,-0.1,[Fe/H],,4.56,4.9,,,,,944.445,1.03142,16.75,16.233,14.426,13.955,13.881,,,,,,13.778,13.944,13.11,9.13,15.8249
Kepler-1134 b,Kepler-1134,b,1,1,0,0,Transit,Published Confirmed,,2.19,,,,,,,,29.86,,,,,,,,,,5481.0,0.75,,,,,,,,,,,944.445,1.03142,16.75,16.233,14.426,13.955,13.881,,,,,,13.778,13.944,13.11,9.13,15.8249
Kepler-1135 b,Kepler-1135,b,1,1,0,0,Transit,Published Confirmed,76.95806106,,,,,,,,,,,BJD,,,,,,,,5559.78,1.78,0.98,-0.337,[M/H],0.437,3.93,,0.2439,,,,1314.64,0.731802,15.267,14.545,13.161,12.827,12.75,,,,,,12.778,12.805,12.259,8.953,14.2953
Kepler-1135 b,Kepler-1135,b,1,1,0,0,Transit,Published Confirmed,76.95921185,,,,,,,,,,,BJD,,,,,,,,5559.78,1.78,0.98,-0.337,[M/H],0.437,3.93,,0.2439,,,,1314.64,0.731802,15.267,14.545,13.161,12.827,12.75,,,,,,12.778,12.805,12.259,8.953,14.2953
Kepler-1135 b,Kepler-1135,b,1,1,0,0,Transit,Published Confirmed,,3.388,,,,,,,,25.76,,,,,,,,,,5876.0,1.69,,,,,,,,,,,1314.64,0.731802,15.267,14.545,13.161,12.827,12.75,,,,,,12.778,12.805,12.259,8.953,14.2953
Kepler-1135 b,Kepler-1135,b,1,1,0,0,Transit,Published Confirmed,76.957857,1.85,,,,,,,,,,JD,0.01755,,,,,,,5656.0,0.94,0.96,0.02,[Fe/H],,4.47,4.47,,,,,1314.64,0.731802,15.267,14.545,13.161,12.827,12.75,,,,,,12.778,12.805,12.259,8.953,14.2953
Kepler-1136 b,Kepler-1136,b,1,1,0,0,Transit,Published Confirmed,2.36172433,1.64,,,,,,,,,,JD,0.02168,,,,,,,4512.0,0.68,0.72,0.03,[Fe/H],,4.63,3.24,,,,,491.406,2.00678,17.056,16.037,13.869,13.225,13.174,,,,,,12.997,13.084,12.734,9.556,15.6422
Kepler-1136 b,Kepler-1136,b,1,1,0,0,Transit,Published Confirmed,,1.436,,,,,,,,150.06,,,,,,,,,,4476.0,0.61,,,,,,,,,,,491.406,2.00678,17.056,16.037,13.869,13.225,13.174,,,,,,12.997,13.084,12.734,9.556,15.6422
Kepler-1136 b,Kepler-1136,b,1,1,0,0,Transit,Published Confirmed,2.36172124,,,,,,,,,,,BJD,,,,,,,,4444.0,0.63,0.7,,,-0.853,4.68,,3.9185,,,,491.406,2.00678,17.056,16.037,13.869,13.225,13.174,,,,,,12.997,13.084,12.734,9.556,15.6422
Kepler-1137 b,Kepler-1137,b,1,1,0,0,Transit,Published Confirmed,,2.644,,,,,,,,197.85,,,,,,,,,,7115.0,1.74,,,,,,,,,,,921.778,1.05624,13.528,12.827,11.917,11.763,11.699,,,,,,11.618,11.63,11.42,9.583,12.6907
Kepler-1137 b,Kepler-1137,b,1,1,0,0,Transit,Published Confirmed,23.92117039,,,,,,,,,,,BJD,,,,,,,,6709.77,1.76,1.43,-0.061,[M/H],0.754,4.1,,0.3676,,,,921.778,1.05624,13.528,12.827,11.917,11.763,11.699,,,,,,11.618,11.63,11.42,9.583,12.6907
Kepler-1137 b,Kepler-1137,b,1,1,0,0,Transit,Published Confirmed,23.9210791,2.2,,,,,,,,,,JD,0.01143,,,,,,,6807.0,1.84,1.5,0.05,[Fe/H],,4.08,1.58,,,,,921.778,1.05624,13.528,12.827,11.917,11.763,11.699,,,,,,11.618,11.63,11.42,9.583,12.6907
Kepler-1137 b,Kepler-1137,b,1,1,0,0,Transit,Published Confirmed,23.92120244,,,,,,,,,,,BJD,,,,,,,,6709.77,1.76,1.43,-0.061,[M/H],0.754,4.1,,0.3676,,,,921.778,1.05624,13.528,12.827,11.917,11.763,11.699,,,,,,11.618,11.63,11.42,9.583,12.6907
Kepler-1138 b,Kepler-1138,b,1,1,0,0,Transit,Published Confirmed,3.17060005,1.7,,,,,,,,,,JD,0.01713,,,,,,,5582.0,0.92,0.95,0.04,[Fe/H],,4.49,4.37,,,,,872.328,1.11804,16.448,15.885,14.135,13.775,13.754,,,,,,13.663,13.679,12.476,9.445,15.3357
Kepler-1138 b,Kepler-1138,b,1,1,0,0,Transit,Published Confirmed,3.1705876,,,,,,,,,,,BJD,,,,,,,,5499.0,0.75,0.96,,,-0.333,4.67,,3.1964,,,,872.328,1.11804,16.448,15.885,14.135,13.775,13.754,,,,,,13.663,13.679,12.476,9.445,15.3357
Kepler-1138 b,Kepler-1138,b,1,1,0,0,Transit,Published Confirmed,,1.475,,,,,,,,245.9,,,,,,,,,,5439.0,0.73,,,,,,,,,,,872.328,1.11804,16.448,15.885,14.135,13.775,13.754,,,,,,13.663,13.679,12.476,9.445,15.3357
Kepler-1139 b,Kepler-1139,b,1,1,0,0,Transit,Published Confirmed,0.81316672,1.19,,,,,,,,,,JD,0.01204,,,,,,,5550.0,0.91,0.94,0.05,[Fe/H],,4.5,4.47,,,,,495.156,1.99085,15.045,14.229,12.748,12.35,12.339,16.7974,15.0002,14.0942,14.0727,13.9627,12.23,12.262,12.025,9.339,14.1349
Kepler-1139 b,Kepler-1139,b,1,1,0,0,Transit,Published Confirmed,0.81316909,,,,,,,,,,,BJD,,,,,,,,5178.83,0.88,0.88,0.32,[M/H],-0.304,4.5,,1.8508,,,,495.156,1.99085,15.045,14.229,12.748,12.35,12.339,16.7974,15.0002,14.0942,14.0727,13.9627,12.23,12.262,12.025,9.339,14.1349
Kepler-1139 b,Kepler-1139,b,1,1,0,0,Transit,Published Confirmed,,1.042,,,,,,,,1717.28,,,,,,,,,,5310.0,0.81,,,,,,,,,,,495.156,1.99085,15.045,14.229,12.748,12.35,12.339,16.7974,15.0002,14.0942,14.0727,13.9627,12.23,12.262,12.025,9.339,14.1349
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,5.189,1.02,6.8,,,6.8,Mass,,,,,,,,,,,,,,0.54,0.56,,,,,,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,5.18848874,,,,,,,,,,,BJD,,,,,,,,4662.41,0.7,0.74,0.229,[M/H],-0.685,4.62,,3.0991,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,5.18856176,1.32,,,,,,,,,,JD,0.01688,,,,,,,4660.0,0.71,0.77,0.07,[Fe/H],,4.62,2.69,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,5.18855617,,,,,,,,,,,BJD,,,,,,,,4662.41,0.7,0.74,0.229,[M/H],-0.685,4.62,,3.0991,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,,1.33,,,,,,,,92.53,,,,,,,,,,4661.0,0.71,,,,,,,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,5.18856137,1.04,,,,,,,,28.2,,,,,,,,,,4662.41,0.7,0.74,0.229,[M/H],-0.685,4.62,,3.0991,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,5.18856001,1.18,,,,,,,,,588.0,,0.02,,,,,,M0 V,3983.0,0.54,0.56,-0.2,[M/H],,,,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 b,Kepler-114,b,1,3,0,0,Transit,Published Confirmed,5.188549,1.26,,,,,,,,,,BJD,,,,,,,,4605.0,0.67,,,,,4.65,,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 c,Kepler-114,c,1,3,0,0,Transit,Published Confirmed,8.041,1.29,40.0,,,40.0,Mass,,,,,,,,,,,,,,0.54,0.56,,,,,,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 c,Kepler-114,c,1,3,0,0,Transit,Published Confirmed,8.04144001,1.36,,,,,,,,,508.0,,0.023,,,,,,M0 V,3983.0,0.54,0.56,-0.2,[M/H],,,,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 c,Kepler-114,c,1,3,0,0,Transit,Published Confirmed,8.04134323,,,,,,,,,,,BJD,,,,,,,,4662.41,0.7,0.74,0.229,[M/H],-0.685,4.62,,3.0991,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 c,Kepler-114,c,1,3,0,0,Transit,Published Confirmed,8.04133834,1.39,,,,,,,,15.72,,,,,,,,,,4662.41,0.7,0.74,0.229,[M/H],-0.685,4.62,,3.0991,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 c,Kepler-114,c,1,3,0,0,Transit,Published Confirmed,,1.715,,,,,,,,51.62,,,,,,,,,,4661.0,0.71,,,,,,,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 c,Kepler-114,c,1,3,0,0,Transit,Published Confirmed,8.04133337,,,,,,,,,,,BJD,,,,,,,,4662.41,0.7,0.74,0.229,[M/H],-0.685,4.62,,3.0991,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
Kepler-114 c,Kepler-114,c,1,3,0,0,Transit,Published Confirmed,8.04133121,1.7,,,,,,,,,,JD,0.02178,,,,,,,4660.0,0.71,0.77,0.07,[Fe/H],,4.62,2.69,,,,,259.533,3.82424,14.972,13.961,12.035,11.469,11.366,,,,,,11.305,11.4,11.249,8.831,13.7125
